rank	experiment	compression	int_encoding	date_encoding	timestamp_encoding	string_encoding	physical_bytes	baseline_encoded_bytes	encoded_bytes	compressed_bytes	post_encoding_ratio	post_compression_ratio	codec_ratio	elapsed_ms	result_file	column_stats_tsv	output_dir
97	rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-plain	none	delta-binary-packed	delta-binary-packed	plain	plain	712398624	825621935	589606816	589606816	1.400292		1.000000	10561	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-plain
98	rows-1000000-comp-none-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-plain	none	delta-binary-packed	delta-binary-packed	plain	rle-dict	712398624	825621935	239829425	239829425	3.442538		1.000000	10414	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-plain
99	rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-plain	none	delta-binary-packed	delta-binary-packed	plain	delta-byte-array	712398624	825621935	282743604	282743604	2.920038		1.000000	10802	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-plain
100	rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-plain	none	delta-binary-packed	delta-binary-packed	plain	delta-length-byte-array	712398624	825621935	485345809	485345809	1.701100		1.000000	10532	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-plain
101	rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-rle-dict	none	delta-binary-packed	delta-binary-packed	rle-dict	plain	712398624	825621935	587726786	587726786	1.404772		1.000000	10710	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-rle-dict
102	rows-1000000-comp-none-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-rle-dict	none	delta-binary-packed	delta-binary-packed	rle-dict	rle-dict	712398624	825621935	237796930	237796930	3.471962		1.000000	10768	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-rle-dict
103	rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict	none	delta-binary-packed	delta-binary-packed	rle-dict	delta-byte-array	712398624	825621935	280719284	280719284	2.941094		1.000000	11088	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict
104	rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict	none	delta-binary-packed	delta-binary-packed	rle-dict	delta-length-byte-array	712398624	825621935	483341145	483341145	1.708156		1.000000	10664	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict
105	rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed	none	delta-binary-packed	delta-binary-packed	delta-binary-packed	plain	712398624	825621935	575949970	575949970	1.433496		1.000000	10584	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed
106	rows-1000000-comp-none-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-delta-binary-packed	none	delta-binary-packed	delta-binary-packed	delta-binary-packed	rle-dict	712398624	825621935	225950898	225950898	3.653988		1.000000	10349	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-delta-binary-packed
107	rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed	none	delta-binary-packed	delta-binary-packed	delta-binary-packed	delta-byte-array	712398624	825621935	269047503	269047503	3.068685		1.000000	10916	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed
108	rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed	none	delta-binary-packed	delta-binary-packed	delta-binary-packed	delta-length-byte-array	712398624	825621935	471658980	471658980	1.750464		1.000000	10454	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed
109	rows-1000000-comp-snappy-int-plain-str-plain-date-plain-ts-plain	snappy	plain	plain	plain	plain	712398624	825621935	825475951	134316393	1.000177	6.146844	6.145757	11502	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-plain-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-plain-str-plain-date-plain-ts-plain
110	rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-plain	snappy	plain	plain	plain	rle-dict	712398624	825621935	475452603	107523527	1.736497	7.678524	4.421847	18519	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-05_rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-05_rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-plain
111	rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-plain	snappy	plain	plain	plain	delta-byte-array	712398624	825621935	518922971	120804059	1.591030	6.834389	4.295576	11645	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-plain
112	rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-plain	snappy	plain	plain	plain	delta-length-byte-array	712398624	825621935	721224961	131218811	1.144750	6.291948	5.496353	11072	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-plain
113	rows-1000000-comp-snappy-int-plain-str-plain-date-plain-ts-rle-dict	snappy	plain	plain	rle-dict	plain	712398624	825621935	823411941	138062083	1.002684	5.980077	5.964070	18903	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-05_rows-1000000-comp-snappy-int-plain-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-05_rows-1000000-comp-snappy-int-plain-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-plain-str-plain-date-plain-ts-rle-dict
114	rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-rle-dict	snappy	plain	plain	rle-dict	rle-dict	712398624	825621935	473401958	111242239	1.744019	7.421839	4.255595	18725	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-05_rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-05_rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-rle-dict
115	rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-rle-dict	snappy	plain	plain	rle-dict	delta-byte-array	712398624	825621935	516844504	124558596	1.597428	6.628382	4.149409	19548	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-05_rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-05_rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-rle-dict
116	rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict	snappy	plain	plain	rle-dict	delta-length-byte-array	712398624	825621935	719157844	134982207	1.148040	6.116524	5.327797	18465	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-05_rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-05_rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict
117	rows-1000000-comp-snappy-int-plain-str-plain-date-plain-ts-delta-binary-packed	snappy	plain	plain	delta-binary-packed	plain	712398624	825621935	811705594	130653694	1.017145	6.319163	6.212649	11153	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-plain-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-plain-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-plain-str-plain-date-plain-ts-delta-binary-packed
118	rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-delta-binary-packed	snappy	plain	plain	delta-binary-packed	rle-dict	712398624	825621935	461702647	103864064	1.788211	7.949062	4.445259	18099	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-05_rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-05_rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-delta-binary-packed
119	rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-delta-binary-packed	snappy	plain	plain	delta-binary-packed	delta-byte-array	712398624	825621935	505152789	117124381	1.634400	7.049104	4.312960	11572	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-delta-binary-packed
